baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
mmu-miR-7b-5p	87.5453064177476	1.55169839266436	0.311134201204043	4.98723183327169	6.12505502966294e-07	0.000720918976991328
mmu-miR-7a-5p	384.318288817914	0.940055309734926	0.271998931538413	3.45609927369206	0.000548053434661101	0.322529446298058
mmu-miR-375-3p	4014.31201979668	-0.702604300738009	0.305674885557521	-2.29853459978084	0.0215313809731707	0.999919248151716
mmu-miR-146a-5p	874.601465185453	0.748695974889378	0.34583116852331	2.16491757549295	0.0303939980017304	0.999919248151716
mmu-miR-3963	3.20584142162315	2.44870699558998	1.31024083575017	1.86889839545261	0.0616369516050936	0.999919248151716
mmu-miR-466h-3p	1.56024320647317	3.87600957491094	2.22465418132042	1.74229757031737	0.0814563883675331	0.999919248151716
mmu-miR-376a-3p	170.966570532178	-0.453842220614225	0.26087499187973	-1.7396923229171	0.0819130580986779	0.999919248151716
mmu-miR-10a-5p	415.3279268826	0.487508289384831	0.284875734620054	1.71130156113518	0.0870254583278413	0.999919248151716
mmu-miR-1839-3p	140.50227702501	0.560774741196238	0.328468960475472	1.70723815237974	0.0877777963669367	0.999919248151716
mmu-miR-133b-3p	3.44363500155208	2.07496669878041	1.24646575602148	1.66468006742789	0.0959766017477317	0.999919248151716
mmu-miR-137-3p	438.056076042621	-0.284089569084718	0.172983065722934	-1.64229699535874	0.100528469501495	0.999919248151716
mmu-miR-12201-3p	2.69739907772544	2.2338276196005	1.37525297885739	1.62430305837726	0.104311144848555	0.999919248151716
mmu-miR-135a-1-3p	2.63035636685088	-2.60552819843281	1.62459339941535	-1.60380326509419	0.108757424667943	0.999919248151716
mmu-miR-130a-5p	2.53924601071819	2.36381716072514	1.51261310636243	1.5627374579675	0.118114360047974	0.999919248151716
mmu-miR-802-5p	2.98624932662199	1.95587526045285	1.29043110127876	1.51567585322043	0.129601336297555	0.999919248151716
mmu-miR-10b-5p	1003.77539873821	0.513586498665268	0.342724824140329	1.49853895163129	0.133993280364204	0.999919248151716
mmu-miR-146b-5p	3147.18919685924	0.420222533733582	0.282165677811699	1.48927586442322	0.136414740606565	0.999919248151716
mmu-miR-1a-3p	16.0151111425152	0.821753437550669	0.55246895068135	1.48742012838408	0.136903883971076	0.999919248151716
mmu-miR-34c-5p	1061.55435612406	-0.228508411783004	0.154374810026094	-1.48021825415934	0.13881501045307	0.999919248151716
mmu-miR-802-3p	1.75179427955639	-2.48514821648122	1.68581654303731	-1.47415104374511	0.140440927750066	0.999919248151716
mmu-miR-671-5p	60.7808299931437	-0.418095931841499	0.290222741415919	-1.44060361983255	0.149696697196832	0.999919248151716
mmu-miR-409-5p	166.873104925204	-0.393839480133101	0.274872523133268	-1.43280774536403	0.151912787264502	0.999919248151716
mmu-miR-192-3p	1.73389758624553	2.89821481975156	2.10376797047088	1.377630451852	0.168317414050218	0.999919248151716
